time,open,high,low,close,volume
2026-01-01 00:40:00+00:00,50632.94192776852,50752.94192776852,50512.94192776852,50632.94192776852,1000
2026-01-01 00:41:00+00:00,50626.756982129984,50746.756982129984,50506.756982129984,50626.756982129984,1000
2026-01-01 00:42:00+00:00,50609.32084889707,50729.32084889707,50489.32084889707,50609.32084889707,1000
2026-01-01 00:43:00+00:00,50581.66366717736,50701.66366717736,50461.66366717736,50581.66366717736,1000
2026-01-01 00:44:00+00:00,50545.22305702719,50665.22305702719,50425.22305702719,50545.22305702719,1000
2026-01-01 00:45:00+00:00,50501.78680607673,50621.78680607673,50381.78680607673,50501.78680607673,1000
2026-01-01 00:46:00+00:00,50453.42159607881,50573.42159607881,50333.42159607881,50453.42159607881,1000
2026-01-01 00:47:00+00:00,50402.39061082929,50522.39061082929,50282.39061082929,50402.39061082929,1000
2026-01-01 00:48:00+00:00,50351.06331017092,50471.06331017092,50231.06331017092,50351.06331017092,1000
2026-01-01 00:49:00+00:00,50301.820967106774,50421.820967106774,50181.820967106774,50301.820967106774,1000
2026-01-01 00:50:00+00:00,50256.96173396008,50376.96173396008,50136.96173396008,50256.96173396008,1000
2026-01-01 00:51:00+00:00,50218.60902229336,50338.60902229336,50098.60902229336,50218.60902229336,1000
2026-01-01 00:52:00+00:00,50188.62684919027,50308.62684919027,50068.62684919027,50188.62684919027,1000
2026-01-01 00:53:00+00:00,50168.545524776666,50288.545524776666,50048.545524776666,50168.545524776666,1000
2026-01-01 00:54:00+00:00,50159.500643585096,50279.500643585096,50039.500643585096,50159.500643585096,1000
2026-01-01 00:55:00+00:00,50162.18781198437,50282.18781198437,50042.18781198437,50162.18781198437,1000
2026-01-01 00:56:00+00:00,50176.83491654872,50296.83491654872,50056.83491654872,50176.83491654872,1000
2026-01-01 00:57:00+00:00,50203.19303893925,50323.19303893925,50083.19303893925,50203.19303893925,1000
2026-01-01 00:58:00+00:00,50240.546379492574,50360.546379492574,50120.546379492574,50240.546379492574,1000
2026-01-01 00:59:00+00:00,50287.7407938946,50407.7407938946,50167.7407938946,50287.7407938946,1000
2026-01-01 01:00:00+00:00,50343.22980527214,50463.22980527214,50223.22980527214,50343.22980527214,1000
2026-01-01 01:01:00+00:00,50405.13625734576,50525.13625734576,50285.13625734576,50405.13625734576,1000
2026-01-01 01:02:00+00:00,50471.32715072685,50591.32715072685,50351.32715072685,50471.32715072685,1000
2026-01-01 01:03:00+00:00,50539.49867887222,50659.49867887222,50419.49867887222,50539.49867887222,1000
2026-01-01 01:04:00+00:00,50607.26807358088,50727.26807358088,50487.26807358088,50607.26807358088,1000
2026-01-01 01:05:00+00:00,50672.26859844295,50792.26859844295,50552.26859844295,50672.26859844295,1000
2026-01-01 01:06:00+00:00,50732.24390315166,50852.24390315166,50612.24390315166,50732.24390315166,1000
2026-01-01 01:07:00+00:00,50785.137977069775,50905.137977069775,50665.137977069775,50785.137977069775,1000
2026-01-01 01:08:00+00:00,50829.17711588552,50949.17711588552,50709.17711588552,50829.17711588552,1000
2026-01-01 01:09:00+00:00,50862.94063360634,50982.94063360634,50742.94063360634,50862.94063360634,1000
2026-01-01 01:10:00+00:00,50885.41750082611,51005.41750082611,50765.41750082611,50885.41750082611,1000
2026-01-01 01:11:00+00:00,50896.046651277094,51016.046651277094,50776.046651277094,50896.046651277094,1000
2026-01-01 01:12:00+00:00,50894.7393497715,51014.7393497715,50774.7393497715,50894.7393497715,1000
2026-01-01 01:13:00+00:00,50881.88272979342,51001.88272979342,50761.88272979342,50881.88272979342,1000
2026-01-01 01:14:00+00:00,50858.32435970839,50978.32435970839,50738.32435970839,50858.32435970839,1000
2026-01-01 01:15:00+00:00,50825.33845288747,50945.33845288747,50705.33845288747,50825.33845288747,1000
2026-01-01 01:16:00+00:00,50784.57506884102,50904.57506884102,50664.57506884102,50784.57506884102,1000
2026-01-01 01:17:00+00:00,50737.99433055312,50857.99433055312,50617.99433055312,50737.99433055312,1000
2026-01-01 01:18:00+00:00,50687.78828056378,50807.78828056378,50567.78828056378,50687.78828056378,1000
2026-01-01 01:19:00+00:00,50636.29349115019,50756.29349115019,50516.29349115019,50636.29349115019,1000
2026-01-01 01:20:00+00:00,50585.89791256351,50705.89791256351,50465.89791256351,50585.89791256351,1000
2026-01-01 01:21:00+00:00,50538.94567298802,50658.94567298802,50418.94567298802,50538.94567298802,1000
2026-01-01 01:22:00+00:00,50497.64362554772,50617.64362554772,50377.64362554772,50497.64362554772,1000
2026-01-01 01:23:00+00:00,50463.97336803635,50583.97336803635,50343.97336803635,50463.97336803635,1000
2026-01-01 01:24:00+00:00,50439.61224286672,50559.61224286672,50319.61224286672,50439.61224286672,1000
2026-01-01 01:25:00+00:00,50425.86646672185,50545.86646672185,50305.86646672185,50425.86646672185,1000
2026-01-01 01:26:00+00:00,50423.61905581778,50543.61905581778,50303.61905581778,50423.61905581778,1000
2026-01-01 01:27:00+00:00,50433.2946228336,50553.2946228336,50313.2946228336,50433.2946228336,1000
2026-01-01 01:28:00+00:00,50454.84244894389,50574.84244894389,50334.84244894389,50454.84244894389,1000
2026-01-01 01:29:00+00:00,50487.73850581819,50607.73850581819,50367.73850581819,50487.73850581819,1000
2026-01-01 01:30:00+00:00,50531.0063469769,50651.0063469769,50411.0063469769,50531.0063469769,1000
2026-01-01 01:31:00+00:00,50583.25603563106,50703.25603563106,50463.25603563106,50583.25603563106,1000
2026-01-01 01:32:00+00:00,50642.73955707591,50762.73955707591,50522.73955707591,50642.73955707591,1000
2026-01-01 01:33:00+00:00,50707.420506521026,50827.420506521026,50587.420506521026,50707.420506521026,1000
2026-01-01 01:34:00+00:00,50775.05527412305,50895.05527412305,50655.05527412305,50775.05527412305,1000
2026-01-01 01:35:00+00:00,50843.28249062998,50963.28249062998,50723.28249062998,50843.28249062998,1000
2026-01-01 01:36:00+00:00,50909.717167721596,51029.717167721596,50789.717167721596,50909.717167721596,1000
2026-01-01 01:37:00+00:00,50972.04577996748,51092.04577996748,50852.04577996748,50972.04577996748,1000
2026-01-01 01:38:00+00:00,51028.118497785144,51148.118497785144,50908.118497785144,51028.118497785144,1000
2026-01-01 01:39:00+00:00,51076.03489436137,51196.03489436137,50956.03489436137,51076.03489436137,1000
2026-01-01 01:40:00+00:00,51114.21970967207,51234.21970967207,50994.21970967207,51114.21970967207,1000
2026-01-01 01:41:00+00:00,51141.48565112841,51261.48565112841,51021.48565112841,51141.48565112841,1000
2026-01-01 01:42:00+00:00,51157.080727185654,51277.080727185654,51037.080727185654,51157.080727185654,1000
2026-01-01 01:43:00+00:00,51160.71822687298,51280.71822687298,51040.71822687298,51160.71822687298,1000
2026-01-01 01:44:00+00:00,51152.588150055104,51272.588150055104,51032.588150055104,51152.588150055104,1000
2026-01-01 01:45:00+00:00,51133.349632737285,51253.349632737285,51013.349632737285,51133.349632737285,1000
2026-01-01 01:46:00+00:00,51104.10466939281,51224.10466939281,50984.10466939281,51104.10466939281,1000
2026-01-01 01:47:00+00:00,51066.35417992085,51186.35417992085,50946.35417992085,51066.35417992085,1000
2026-01-01 01:48:00+00:00,51021.93817270656,51141.93817270656,50901.93817270656,51021.93817270656,1000
2026-01-01 01:49:00+00:00,50972.96238929326,51092.96238929326,50852.96238929326,50972.96238929326,1000
2026-01-01 01:50:00+00:00,50921.71435511204,51041.71435511204,50801.71435511204,50921.71435511204,1000
2026-01-01 01:51:00+00:00,50870.57218306167,50990.57218306167,50750.57218306167,50870.57218306167,1000
2026-01-01 01:52:00+00:00,50821.909765651806,50941.909765651806,50701.909765651806,50821.909765651806,1000
2026-01-01 01:53:00+00:00,50778.0021353999,50898.0021353999,50658.0021353999,50778.0021353999,1000
2026-01-01 01:54:00+00:00,50740.93476646404,50860.93476646404,50620.93476646404,50740.93476646404,1000
2026-01-01 01:55:00+00:00,50712.520433369304,50832.520433369304,50592.520433369304,50712.520433369304,1000
2026-01-01 01:56:00+00:00,50694.22694140802,50814.22694140802,50574.22694140802,50694.22694140802,1000
2026-01-01 01:57:00+00:00,50687.11860987473,50807.11860987473,50567.11860987473,50687.11860987473,1000
2026-01-01 01:58:00+00:00,50691.813841014475,50811.813841014475,50571.813841014475,50691.813841014475,1000
2026-01-01 01:59:00+00:00,50708.46046627684,50828.46046627684,50588.46046627684,50708.46046627684,1000
